publication, user, type, topic, publication_description, quality, num_likes, num_comments, num_share, date, users_tagged
345,964,Video,Animals,Giraffe smiling,0.9262845851763652,22,9,5,23,1
346,940,Image,Drink Brand,Green Fanta on the supermarket,0.25718502322309456,2,0,0,23,6
347,255,Image,Music Artist,Boy and girl dancing,0.26978461044747426,1,0,0,23,5
348,690,Image,TV show,Kid watching Better Call Saul,0.31977782277999156,3,3,3,23,3
349,528,Text,TV show,Kid watching Better Call Saul,0.7702237102084191,16,6,5,25,6
350,332,Text,TV show,Almodovar on the Oscars gala,0.6220036642417374,5,3,3,25,7
351,232,Text,Animals,Elephant walking,0.9732613063000557,17,7,4,25,2
352,286,Text,Music Artist,Eminem singing on NFL,0.49647524485195693,7,3,1,25,1
353,838,Text,TV show,Black Batman costume,0.9553429359672374,7,3,2,25,6
354,942,Image,Sports,Cat playing football,0.9751358023638982,14,5,3,25,4
355,655,Text,Sports,Visitors watching the Camp Nou,0.9206304128479125,8,3,2,26,5
356,298,Video,Drink Brand,Heineken advertisement,0.4867503203528839,7,4,3,26,5
357,82,Image,TV show,The Great British Baking Show,0.3029538913968485,1,1,0,26,3
358,19,Image,TV show,Tv comedy,0.1509777664387182,0,0,0,26,8
359,610,Video,Computer games,Computer games shop,0.42514303676328513,6,5,3,26,7
360,295,Image,TV show,Tv comedy,0.5617440165779533,3,1,0,26,10
361,196,Image,Animals,Human touching a parrot,0.020834352135419842,1,0,0,26,6
362,107,Image,News and present,Putin negates Ukraine peace agreement,0.8095002239618144,17,8,6,26,6
363,945,Video,Animals,Turtle eating,0.15419459280441028,0,0,0,26,1
364,189,Image,Food,Spanish Cuisine,0.7941741086222349,30,12,11,26,1
365,360,Video,TV show,Watching the TV having dinner,0.46279601023702754,8,1,1,26,6
366,437,Image,News and present,The billionaire space race,0.8849704629111166,27,8,8,26,4
367,228,Video,TV show,Dog watching the TV,0.6065766840004095,12,2,1,26,0
368,838,Video,Computer games,Ibai Llanos streaming,0.006266460511206828,0,0,0,26,7
369,313,Image,Animals,Dog raising her dogs,0.6136051255011049,12,2,2,26,2
370,243,Video,Computer games,Ibai Llanos streaming,0.5724823267283472,9,2,2,27,9
371,999,Text,Animals,Dog with glasses and smiling,0.22087874148640085,1,0,0,27,3
372,896,Image,Travels,Red umbrella on the Moai on Easter Island,0.3131090237911749,7,3,3,27,8
373,569,Video,Animals,Human touching a parrot,0.29927511353553016,0,0,0,27,7
374,921,Text,Food,McDonald’s burger and sauces,0.008647287001135373,0,0,0,27,3
375,131,Image,Music Artist,Rap battle on the street,0.8753165170532796,26,16,11,27,4
376,609,Video,Music Artist,Family singing,0.5540048333853306,6,1,0,27,6
377,692,Image,TV show,Watching the TV having dinner,0.5188411632129971,1,0,0,28,6
378,976,Image,TV show,Watching the TV having dinner,0.653235651808227,7,1,1,29,5
379,617,Video,TV show,Watching the TV having dinner,0.021526425577994335,0,0,0,29,5
380,796,Image,Animals,Human playing with his dog,0.9064844371513562,10,2,1,29,7
381,715,Video,Sports,Kid playing tennis,0.6537219756101503,9,2,2,29,8
382,215,Image,Music Artist,Listening queen on the bed,0.15281784811548615,1,1,0,29,6
383,159,Video,Computer games,Computer games shop,0.5642424092088295,12,5,4,29,9
384,660,Image,Drink Brand,Kid drinking Coca-Cola,0.61778796078147,9,5,2,29,10
385,74,Text,Sports,Watching football on the TV,0.9881349315418498,41,11,7,29,1
386,245,Image,Sports,Family running on the beach,0.5648219191741487,4,1,1,29,7
387,141,Video,Music Artist,Elvis Presley show,0.42901511585641394,5,3,2,29,5
388,960,Text,TV show,Breaking bad scene,0.48159060079930005,2,1,1,29,9
389,791,Image,Sports,Family running on the beach,0.7704868087016444,18,6,6,29,3
390,974,Video,TV show,The Great British Baking Show,0.507532113421335,3,1,1,29,6
391,186,Image,Music Artist,Led Zeppelin singing,0.5895356366589422,9,3,3,29,5
392,520,Image,Sports,Playing paddle,0.8918165660657664,30,9,8,29,1
393,870,Image,Music Artist,Michael Jackson dancing,0.08653097146237243,0,0,0,29,4
394,171,Text,TV show,Dog watching the TV,0.8695798385282332,12,4,4,29,9
395,539,Image,TV show,Almodovar on the Oscars gala,0.11985641147932846,0,0,0,29,5
396,152,Text,Music Artist,Pink Floyd doing a talk,0.2459469580136311,0,0,0,29,5
397,928,Text,Computer games,Red Nintendo DS,0.778043573714781,8,2,2,29,3
398,384,Video,Sports,Tokio Olympic games,0.6939803043904703,16,2,2,29,9
399,181,Image,TV show,Dog watching the TV,0.05728065713104269,0,0,0,29,2
400,321,Image,Animals,Family in the safari,0.44663917343828896,11,3,3,29,6
401,813,Video,Music Artist,AC/DC playing the guitar,0.2787542776070149,4,0,0,30,5
402,378,Image,TV show,Family going to the cinema,0.2036885596632041,0,0,0,30,0
403,151,Image,Computer games,Auronplay playing Minecraft,0.5690908698223162,18,6,4,30,0
404,421,Text,Sports,Playing paddle,0.8020182368564002,7,2,1,30,9
405,679,Video,TV show,Almodovar on the Oscars gala,0.04338550800026275,0,0,0,30,1
406,738,Image,Sports,Kid playing tennis,0.964432889975211,14,2,1,30,3
407,547,Image,Computer games,Auronplay playing Minecraft,0.9042247565840388,18,7,5,30,8
408,514,Image,Computer games,Tutorial of Valorant,0.6377792938030028,6,2,1,30,1
409,516,Video,TV show,Breaking bad scene,0.11538540022741084,0,0,0,30,0
410,965,Image,TV show,Dog watching the TV,0.9115906985479917,4,1,1,30,3
411,912,Image,Sports,Kid playing tennis,0.5350102059112518,1,1,1,30,2
412,488,Text,Music Artist,Family singing,0.5058404528064927,6,1,0,30,3
413,18,Image,Animals,Rabbit sleeping,0.2632079144346896,6,4,4,30,7
414,18,Image,TV show,Breaking bad scene,0.4779144328137498,7,1,1,30,6
415,143,Image,Music Artist,Led Zeppelin singing,0.19366056164096834,3,1,1,30,3
416,803,Image,Food,Goulash in Hungary,0.9387354273781473,12,4,2,30,7
417,891,Image,Drink Brand,Drinking alcohol,0.6638994844463811,6,4,3,30,6
418,264,Image,Food,Spanish Cuisine,0.15936350113411346,0,0,0,30,1
419,358,Video,TV show,Black Batman costume,0.4999083189265765,3,1,1,30,7
420,512,Image,TV show,Arcane breaking rankings,0.9198557682614091,36,9,8,30,4
421,330,Text,Music Artist,Michael Jackson dancing,0.46667864278987803,3,0,0,30,5
422,713,Image,News and present,The first malaria vaccine,0.3659138887574249,2,0,0,30,4
423,20,Image,Computer games,Ibai Llanos streaming,0.9590637774976047,50,23,14,30,2
424,493,Video,Food,Chinese Peking duck,0.6989011838194716,5,0,0,31,5
425,510,Video,Computer games,Ibai Llanos streaming,0.8039793548432804,16,4,4,31,5
426,9,Image,Food,Dad cooking rice,0.05301383953387784,0,0,0,31,7
427,847,Image,Animals,Human touching his cat,0.0714125162942304,0,0,0,31,2
428,236,Image,Sports,Watching football on the TV,0.1437567738389185,0,0,0,31,6
429,449,Image,Computer games,League of legends game,0.03914685272180285,1,0,0,31,4
430,286,Text,Animals,Humans visiting the zoo,0.889731014748843,16,6,4,31,6
431,901,Video,Music Artist,Pink Floyd doing a talk,0.5359147513834659,0,0,0,31,6
432,923,Video,News and present,Ukraine crisis,0.1515089554884098,0,0,0,31,2
433,332,Image,Animals,Sad dog playing with a ball,0.8817200245880588,11,3,2,31,6
434,936,Text,Music Artist,Michael Jackson dancing,0.16005024163290715,0,0,0,31,2
435,305,Image,Sports,Playing paddle,0.9894426633983047,16,5,4,31,7
436,786,Image,Sports,Playing paddle,0.8009067256010235,12,5,5,31,4
437,190,Image,Animals,Family in the safari,0.6710605036239558,7,2,2,31,4
438,395,Text,Sports,Cat playing football,0.4941758977468512,4,1,1,32,4
439,261,Image,News and present,Fight for women,0.8143318427030377,22,5,5,32,4
440,822,Image,Music Artist,Pink Floyd doing a talk,0.2652696397549765,0,0,0,32,1
441,256,Image,Sports,Tokio Olympic games,0.9554138982953128,37,10,5,32,8
442,919,Image,Sports,Visitors watching the Camp Nou,0.9121173658798674,27,10,7,32,4
443,373,Image,Music Artist,Viñarock tickets,0.705195912916777,8,1,1,32,6
444,443,Image,Music Artist,Led Zeppelin singing,0.9417203323809278,16,8,7,32,0
445,19,Image,News and present,COVID-19 vaccines available to all,0.686527583167449,25,10,7,32,8
446,246,Image,Sports,Kid playing tennis,0.9268593253376907,13,5,3,32,4
447,369,Video,Animals,Dog sleeping in bed,0.32695087881359974,1,0,0,32,6
448,827,Image,Music Artist,Driving a car with music,0.6544119491702538,9,5,4,32,1
449,766,Text,Computer games,Buying on Steam,0.8289249092644158,21,7,5,32,4
450,198,Image,Computer games,Tutorial of Valorant,0.2724208692583542,2,0,0,32,4
451,324,Video,Music Artist,Rap battle on the street,0.05175795130783911,0,0,0,32,7
452,235,Text,Sports,Family running on the beach,0.1399364913006803,0,0,0,32,8
453,623,Image,Sports,Family running on the beach,0.4806625874798153,2,1,1,32,7
454,251,Image,Animals,Cat eating,0.20634560595922102,5,2,0,32,5
455,53,Image,Animals,Happy cat playing with a ball,0.7906063664362146,12,7,3,32,0
456,930,Image,TV show,Watching the TV having dinner,0.17250197227261366,0,0,0,32,7
457,280,Video,TV show,Kid watching Better Call Saul,0.9593726642046314,24,5,2,32,5
458,538,Text,TV show,The Great British Baking Show,0.6368634635738862,8,1,1,32,8
459,670,Text,TV show,Tv comedy,0.13732665087055318,1,0,0,33,4
460,943,Text,TV show,Kid watching Better Call Saul,0.07367926794765967,0,0,0,33,3
461,815,Text,TV show,Arcane breaking rankings,0.7122548806063033,13,5,5,33,3
462,152,Image,TV show,Almodovar on the Oscars gala,0.001223867520519395,0,0,0,33,8
463,662,Text,TV show,Breaking bad scene,0.7256792938055933,13,6,5,33,8
464,991,Image,Animals,Cat eating,0.34932450569880835,2,1,1,33,1
465,72,Image,Computer games,Red Nintendo DS,0.23784386400113922,4,0,0,33,10
466,385,Video,Music Artist,Piano classes academy,0.3882658309156002,5,1,0,33,1
467,897,Image,TV show,Dog watching the TV,0.9875922914500407,31,13,10,33,3
468,22,Image,Music Artist,1M of assistants in a concert,0.08588263848109956,1,0,0,33,8
469,355,Video,Drink Brand,Heineken advertisement,0.7336206039868359,11,4,3,33,5
470,914,Text,Food,Dad cooking rice,0.9845148723576302,31,11,7,33,0
471,736,Video,TV show,Arcane breaking rankings,0.5312805425679183,3,1,1,33,4
472,390,Video,News and present,The US Capitol riots,0.3680209730617183,1,0,0,33,4
473,602,Image,TV show,Tv comedy,0.39843940616808926,1,0,0,33,6
474,425,Video,Sports,Visitors watching the Camp Nou,0.7824477958017478,14,6,3,33,1
475,416,Image,Computer games,Friends playing games on the sofa,0.8945937300725846,17,5,3,33,3
476,506,Video,Travels,Kid dancing on the Great Wall of China,0.11808166584526347,0,0,0,33,5
477,262,Image,Travels,Having dinner on the tower of Pisa,0.3480560357982251,4,0,0,33,2
478,575,Image,TV show,Family going to the cinema,0.7176609239832207,12,4,4,33,8
479,512,Image,TV show,Almodovar on the Oscars gala,0.4310019598994438,3,1,1,33,6
480,624,Image,Music Artist,AC/DC playing the guitar,0.09855561040503158,0,0,0,34,0
481,721,Video,Sports,Visitors watching the Camp Nou,0.1857462720853671,0,0,0,34,7
482,75,Video,Animals,Happy cat playing with a ball,0.07383528366835135,1,0,0,34,1
483,267,Text,Music Artist,Piano classes academy,0.1581292511355289,0,0,0,34,0
484,938,Image,Sports,Kid watching champions league on mobile phone,0.8814418090870049,19,6,3,34,4
485,758,Image,TV show,Black Batman costume,0.5424368337178521,7,3,3,34,0
486,849,Video,Animals,Cat raising her cats,0.8999572154761274,11,5,5,34,10
487,63,Image,Animals,Dog raising her dogs,0.24886281772589702,0,0,0,34,7
488,933,Image,Food,Turkish doner kebab,0.7985476069157287,3,1,0,34,8
489,16,Video,Music Artist,1M of assistants in a concert,0.1637510643506278,0,0,0,34,1
490,729,Video,TV show,Family going to the cinema,0.42486017922821295,4,1,0,34,2
491,528,Image,Music Artist,Family singing,0.7620402140106987,17,8,7,34,7
492,229,Video,Food,Chorizo a la sidra,0.8392369746180488,17,5,3,34,8
493,275,Text,Sports,Lakers vs Miami match,0.17688074907244056,0,0,0,34,9
494,462,Image,News and present,The GameStop short squeeze,0.35897995586270115,0,0,0,34,3
495,812,Video,Animals,Cat with glasses and smiling,0.30536813563086496,3,1,1,34,5
496,972,Image,Food,Turkish doner kebab,0.3178288786855984,1,0,0,34,8
497,810,Video,TV show,Arcane breaking rankings,0.44036347043872526,1,1,1,34,1
498,284,Video,TV show,Almodovar on the Oscars gala,0.12372077097384981,1,0,0,34,5
499,638,Image,Sports,Tokio Olympic games,0.37527263744254846,4,2,1,34,6
500,69,Image,Sports,Cat playing football,0.5286614969454205,8,3,3,35,0
501,424,Image,Music Artist,1M of assistants in a concert,0.5412852311076856,4,2,0,35,4
502,212,Text,TV show,Kid watching Better Call Saul,0.9972254987503634,25,10,7,35,10
503,527,Image,Sports,Lakers vs Miami match,0.07366657253865816,0,0,0,35,6
504,952,Video,Travels,Dancing on Machu Picchu,0.7671561199047785,3,1,1,35,4
505,46,Image,Music Artist,Listening queen on the bed,0.6537456017484543,13,4,4,35,6
506,679,Image,Travels,Dancing on Machu Picchu,0.703232244687866,3,2,2,35,5
507,316,Text,TV show,Kid watching Better Call Saul,0.4377708159323135,6,2,2,36,8
508,945,Image,Animals,Sad dog playing with a ball,0.432545226925688,4,1,1,36,5
509,204,Image,Food,Spanish Cuisine,0.6849277956440335,13,5,3,36,7
510,375,Video,Sports,Family running on the beach,0.5744898775678992,10,3,2,36,8
511,346,Image,TV show,Breaking bad scene,0.15526475388798877,0,0,0,36,1
512,663,Image,Animals,Elephant walking,0.5910433461982115,7,4,2,36,0
513,101,Video,Music Artist,Michael Jackson dancing,0.8246679712869854,25,13,8,36,3
514,140,Text,Food,Dad cooking rice,0.21762649125014122,2,1,0,36,1
515,468,Image,TV show,Arcane breaking rankings,0.2612600702729515,3,1,1,36,4
516,895,Image,Computer games,Tutorial of Valorant,0.5212947860854377,3,0,0,36,4
517,979,Image,Animals,Cat with glasses and smiling,0.7372550625741274,5,0,0,36,7
518,399,Image,Animals,Rabbit sleeping,0.1571289041738061,0,0,0,36,8
519,235,Text,Sports,Kid playing tennis,0.734730714762751,13,2,0,36,4
520,882,Video,Music Artist,Pink Floyd doing a talk,0.01755056277858158,0,0,0,36,3
521,211,Image,TV show,Family going to the cinema,0.9133450102678816,8,1,1,36,9
522,351,Text,Sports,Kid playing tennis,0.14336733108560362,0,0,0,36,3
523,972,Image,Animals,Brown cat jumping,0.2007927098722767,0,0,0,36,7
524,63,Image,TV show,Almodovar on the Oscars gala,0.12489360348485001,0,0,0,36,7
525,601,Image,Sports,Family running on the beach,0.39986987574245725,1,0,0,36,1
526,825,Text,Food,Oven cleaning,0.2675870499420917,0,0,0,36,5
527,128,Text,TV show,Almodovar on the Oscars gala,0.30582683835229996,2,0,0,36,3
528,508,Text,Animals,Sad dog playing with a ball,0.4714615628647868,4,2,1,36,8
529,482,Image,Sports,Mbappe coming to Madrid,0.45619531812221015,2,1,1,37,4
530,546,Image,News and present,COVID-19 vaccines available to all,0.3604043091001172,2,1,0,37,2
531,688,Image,Sports,Kid playing tennis,0.8875940979205702,17,4,3,37,1
532,166,Video,Food,Dad cooking rice,0.18421007117937027,1,0,0,37,6
533,259,Image,Sports,Playing paddle,0.5019735869347282,13,4,3,37,9
534,751,Image,Computer games,Happy family playing Wii,0.5546736596749782,7,2,2,37,6
535,330,Video,TV show,Family going to the cinema,0.3772213649741788,0,0,0,37,3
536,65,Text,TV show,Arcane breaking rankings,0.19848843654143067,1,0,0,37,3
537,552,Image,Drink Brand,Green Fanta on the supermarket,0.27134250271937377,3,3,2,37,6
538,784,Video,Music Artist,Piano classes academy,0.8633025712710416,13,6,4,37,1
539,451,Video,Music Artist,Elvis Presley show,0.77435203673265,5,0,0,37,1
540,712,Text,Travels,Taj Mahal sunset,0.46271925388351476,4,0,0,37,5
541,169,Video,Music Artist,Pink Floyd doing a talk,0.5103793750937797,0,0,0,37,9
542,409,Video,Animals,Humans visiting the zoo,0.3346045657836092,3,1,1,37,6
543,137,Image,Computer games,Play store menu,0.8887713382346584,35,10,8,37,3
544,804,Video,Sports,Palau Blaugrana show,0.5026793452775976,4,2,0,38,3
545,916,Video,Sports,Tokio Olympic games,0.06292939329722336,1,0,0,38,0
546,994,Text,Music Artist,Family singing,0.5926312200535574,3,1,1,38,5
547,172,Video,Drink Brand,Kid drinking Coca-Cola,0.021860702526460662,0,0,0,39,6
548,887,Image,TV show,Tv comedy,0.20962029079890532,2,1,0,39,9
549,133,Video,Music Artist,AC/DC playing the guitar,0.7038316644252899,11,5,5,39,1
550,882,Image,TV show,Almodovar on the Oscars gala,0.009526148863525985,1,0,0,39,2
551,222,Image,TV show,Almodovar on the Oscars gala,0.05105927402652266,1,1,1,39,4
552,857,Image,Sports,Watching football on the TV,0.2668888152059069,0,0,0,40,1
553,333,Image,TV show,Family going to the cinema,0.16596714635848364,0,0,0,40,5
554,38,Image,News and present,Economic recovery and inflation,0.2847178466424618,3,1,1,40,1
555,327,Image,Music Artist,Boy and girl dancing,0.4651508268598229,4,3,0,40,9
556,852,Text,TV show,The Great British Baking Show,0.046696518449511726,1,0,0,40,7
557,929,Video,Computer games,Tutorial of Valorant,0.8549297321062719,7,3,3,40,2
558,840,Video,Food,Food Travels,0.8294029734593252,17,5,4,40,0
559,214,Video,TV show,Dog watching the TV,0.23997291464423798,0,0,0,40,3
560,873,Image,Animals,Happy zebra playing on the floor,0.8073082995789115,4,3,2,40,5
561,907,Video,Animals,Human touching his cat,0.09761158313343599,0,0,0,40,1
562,390,Image,TV show,Kid watching Better Call Saul,0.6953088123315231,7,0,0,40,7
563,891,Image,Music Artist,Driving a car with music,0.976048068735221,38,14,9,41,2
564,916,Image,Music Artist,Pink Floyd doing a talk,0.26361225288243406,3,1,0,41,1
565,366,Image,Music Artist,Michael Jackson dancing,0.4293722574334271,1,1,1,41,7
566,30,Video,Sports,Visitors watching the Camp Nou,0.11957016427114053,0,0,0,41,3
567,923,Image,TV show,Dog watching the TV,0.1740978597902414,0,0,0,41,7
568,822,Text,Sports,Tokio Olympic games,0.21599297173005627,2,1,0,41,6
569,884,Text,Animals,Humans visiting the zoo,0.04491329552021106,0,0,0,41,0
570,30,Text,Music Artist,Eminem singing on NFL,0.7124884421015116,13,4,3,41,2
571,979,Text,Music Artist,Elvis Presley show,0.6294372845454835,6,1,1,41,0
572,271,Video,Sports,Kid watching champions league on mobile phone,0.3967752583153764,2,0,0,41,4
573,612,Video,Music Artist,Led Zeppelin singing,0.2641541284574719,0,0,0,41,5
574,903,Video,Animals,Book of 100 animals,0.3503240650917382,0,0,0,41,0
575,513,Video,TV show,Tv comedy,0.1645072853223023,1,0,0,41,9
576,972,Image,TV show,The Great British Baking Show,0.22120549191375438,0,0,0,41,2
577,291,Text,Sports,Kid playing tennis,0.21301116488991134,4,1,0,41,2
578,641,Image,Computer games,League of legends game,0.48783892417235075,7,1,0,41,3
579,827,Image,Sports,Playing paddle,0.6680713259498959,8,3,3,41,4
580,475,Image,Animals,Brown cat jumping,0.8346973538216608,8,2,2,41,6
581,327,Text,Drink Brand,Heineken advertisement,0.6427216272548458,7,1,0,41,8
582,811,Video,Sports,Palau Blaugrana show,0.7904055132545401,8,3,3,41,5
583,52,Image,TV show,Arcane breaking rankings,0.9749659247166327,28,9,7,42,3
584,980,Image,TV show,Almodovar on the Oscars gala,0.8370079144933277,7,2,1,42,1
585,265,Image,TV show,Black Batman costume,0.8154796178083322,11,3,3,43,0
